transaction_date,transaction_barcode,warehouse_name,item_number,description,description2,combined_description,item_unit_price
2025-10-04,21133400900892510041133,BAYONNE,1742523,GIMMESEAWEED,GIMME CSALT/TERI T4H4P112,GIMMESEAWEED GIMME CSALT/TERI T4H4P112,11.49
2025-10-04,21133400900892510041133,BAYONNE,362921,/1742523,,,0.0
2025-10-04,21133400900892510041133,BAYONNE,21046,TOMATO MEDLE,,,7.99
2025-10-04,21133400900892510041133,BAYONNE,6659,4LB HONYCRSP,,,7.99
2025-10-04,21133400900892510041133,BAYONNE,29820,AHI TUNA,,,16.99
2025-10-04,21133400900892510041133,BAYONNE,10912,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,13.99
2025-10-04,21133400900892510041133,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.49
2025-10-04,21133400900892510041133,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2025-10-04,21133400900892510041133,BAYONNE,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,5.49
2025-10-04,21133400900892510041133,BAYONNE,121288,ORG BELLAS,,,5.99
2023-03-24,21133401100522303241037,BAYONNE,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2023-03-24,21133401100522303241037,BAYONNE,1461056,BABY CUKE,,,5.99
2023-03-24,21133401100522303241037,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-03-24,21133401100522303241037,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-03-24,21133401100522303241037,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,7.49
2023-03-24,21133401100522303241037,BAYONNE,297191,/1150189,,,0.0
2023-03-24,21133401100522303241037,BAYONNE,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-03-24,21133401100522303241037,BAYONNE,303285,FOUR CHEESE,16/2LBS SL90    T10H5,FOUR CHEESE 16/2LBS SL90    T10H5,10.49
2023-03-24,21133401100522303241037,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.99
2023-03-24,21133401100522303241037,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-03-24,21133401100522303241037,BAYONNE,1542061,LACOLMCLDBRW,2/42OZ C6T6H3 SL60 P108,LACOLMCLDBRW 2/42OZ C6T6H3 SL60 P108,9.49
2023-03-24,21133401100522303241037,BAYONNE,298576,/1542061,,,0.0
2023-03-24,21133401100522303241037,BAYONNE,21046,TOMATO MEDLE,,,6.69
2023-03-24,21133401100522303241037,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2024-01-22,21133400702252401221452,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-01-22,21133400702252401221452,BAYONNE,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,4.99
2024-01-22,21133400702252401221452,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2024-01-22,21133400702252401221452,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2024-01-22,21133400702252401221452,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-01-22,21133400702252401221452,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2024-01-22,21133400702252401221452,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2024-01-22,21133400702252401221452,BAYONNE,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-01-22,21133400702252401221452,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-01-22,21133400702252401221452,BAYONNE,1337852,SHRIMP 31/40,6T 6H P576 SL90,SHRIMP 31/40 6T 6H P576 SL90,12.49
2024-01-22,21133400702252401221452,BAYONNE,8424,THAI CHILI,SALAD KIT 2PK,THAI CHILI SALAD KIT 2PK,7.99
2024-01-22,21133400702252401221452,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-01-22,21133400702252401221452,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-01-22,21133400702252401221452,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-01-22,21133400702252401221452,BAYONNE,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,10.49
2024-01-22,21133400702252401221452,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-01-22,21133400702252401221452,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-03-22,21133400700832503221154,BAYONNE,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,8.79
2025-03-22,21133400700832503221154,BAYONNE,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,20.49
2025-03-22,21133400700832503221154,BAYONNE,1199652,BUTER CROISS,,,5.99
2025-03-22,21133400700832503221154,BAYONNE,7913,GREEN KIWI,1.36 KG / 3 LB,GREEN KIWI 1.36 KG / 3 LB,6.79
2025-03-22,21133400700832503221154,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-03-22,21133400700832503221154,BAYONNE,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,8.99
2025-03-22,21133400700832503221154,BAYONNE,22995,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2025-03-22,21133400700832503221154,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-03-22,21133400700832503221154,BAYONNE,251680,ORG RASPBERY,340 G / 12 OZ,ORG RASPBERY 340 G / 12 OZ,8.99
2025-03-22,21133400700832503221154,BAYONNE,1280655,ORG CSR KIT,,,8.99
2025-03-22,21133400700832503221154,BAYONNE,1136340,3LB ORG GALA,,,5.39
2025-03-22,21133400700832503221154,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-03-22,21133400700832503221154,BAYONNE,951243,ORG APLSAUCE,T20H6 P120,ORG APLSAUCE T20H6 P120,16.59
2025-03-22,21133400700832503221154,BAYONNE,350516,/951243,,,0.0
2025-03-22,21133400700832503221154,BAYONNE,46481,GP WINGS,SEASONED PARTY WINGS,GP WINGS SEASONED PARTY WINGS,6.49
2025-03-22,21133400700832503221154,BAYONNE,1169942,GINGER BEER,12/9.3OZ          P156,GINGER BEER 12/9.3OZ          P156,16.49
2025-03-22,21133400700832503221154,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-03-22,21133400700832503221154,BAYONNE,826365,ORG SQUASH,,,8.79
2025-03-22,21133400700832503221154,BAYONNE,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,12.89
2025-03-22,21133400700832503221154,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-03-22,21133400700832503221154,BAYONNE,1357312,FRESH STACKS,FRESH STACKS 50 OZ,FRESH STACKS FRESH STACKS 50 OZ,8.99
2023-09-29,21133400700362309291259,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-09-29,21133400700362309291259,BAYONNE,36886,ORGANIC GT,,,19.99
2023-09-29,21133400700362309291259,BAYONNE,47825,GREEN GRAPES,1.36 KG / 3 LB,GREEN GRAPES 1.36 KG / 3 LB,6.49
2023-09-29,21133400700362309291259,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-09-29,21133400700362309291259,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-09-29,21133400700362309291259,BAYONNE,1231917,ROJO CORN,12/32 OZ   T8H7   SL45,ROJO CORN 12/32 OZ   T8H7   SL45,8.89
2023-09-29,21133400700362309291259,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-09-29,21133400700362309291259,BAYONNE,993207,BARLEY SOUP,8/2-32 OZ    8T5H    SL45,BARLEY SOUP 8/2-32 OZ    8T5H    SL45,11.99
2023-09-29,21133400700362309291259,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.69
2023-09-29,21133400700362309291259,BAYONNE,36494,PERCH FILLET,FILLET,PERCH FILLET FILLET,5.99
2023-09-29,21133400700362309291259,BAYONNE,568915,ORG CUCUMBER,,,5.99
2023-09-29,21133400700362309291259,BAYONNE,21046,TOMATO MEDLE,,,6.59
2023-09-29,21133400700362309291259,BAYONNE,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2023-09-29,21133400700362309291259,BAYONNE,1726318,SALMON SUSHI,HANA SL1D 30C 4T2H 240P,SALMON SUSHI HANA SL1D 30C 4T2H 240P,16.79
2023-09-29,21133400700362309291259,BAYONNE,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2023-09-29,21133400700362309291259,BAYONNE,633561,KS DICED TOM,P240,KS DICED TOM P240,7.99
2023-09-29,21133400700362309291259,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-09-29,21133400700362309291259,BAYONNE,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-09-29,21133400700362309291259,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-09-29,21133400700362309291259,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.39
2023-09-29,21133400700362309291259,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,3.99
2023-09-29,21133400700362309291259,BAYONNE,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,6.79
2023-09-29,21133400700362309291259,BAYONNE,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.99
2023-09-29,21133400700362309291259,BAYONNE,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,4.49
2023-09-29,21133400700362309291259,BAYONNE,8258,ASIAN CASHEW,2PK,ASIAN CASHEW 2PK,6.99
2023-09-29,21133400700362309291259,BAYONNE,1263833,D&W ORG TURK,C=14 4T11H SL=35,D&W ORG TURK C=14 4T11H SL=35,18.99
2023-09-29,21133400700362309291259,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.59
2023-09-29,21133400700362309291259,BAYONNE,26802,CRUMBLD FETA,LACTALIS T6H6 SL60,CRUMBLD FETA LACTALIS T6H6 SL60,7.59
2023-09-29,21133400700362309291259,BAYONNE,1258564,BEEFSTICKS,P360 T6H4 28/.5OX SL300,BEEFSTICKS P360 T6H4 28/.5OX SL300,16.79
2023-09-29,21133400700362309291259,BAYONNE,310576,/1258564,,,0.0
2023-09-29,21133400700362309291259,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-07-07,21133400703172407071648,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-07-07,21133400703172407071648,BAYONNE,2534,CHERRIES,907 G / 2 LB,CHERRIES 907 G / 2 LB,5.99
2024-07-07,21133400703172407071648,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-07-07,21133400703172407071648,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-07-07,21133400703172407071648,BAYONNE,1740173,BK POKEMON,DK PROP/JV,BK POKEMON DK PROP/JV,12.99
2024-07-07,21133400703172407071648,BAYONNE,36886,ORGANIC GT,,,19.99
2024-07-07,21133400703172407071648,BAYONNE,370,ORG EVERYTHG,CHOP SALAD KIT 2PK,ORG EVERYTHG CHOP SALAD KIT 2PK,8.99
2024-07-07,21133400703172407071648,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,8.99
2024-07-07,21133400703172407071648,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2024-07-07,21133400703172407071648,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-07-07,21133400703172407071648,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.49
2024-07-07,21133400703172407071648,BAYONNE,203444,KS PECANS,C15T6H5 P450 SL200,KS PECANS C15T6H5 P450 SL200,10.99
2024-07-07,21133400703172407071648,BAYONNE,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2024-07-07,21133400703172407071648,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-07-07,21133400703172407071648,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-12-02,21133400702742312021429,BAYONNE,46481,GP WINGS,SEASONED PARTY WINGS,GP WINGS SEASONED PARTY WINGS,6.49
2023-12-02,21133400702742312021429,BAYONNE,30217,FRUITCHEESE,,,4.99
2023-12-02,21133400702742312021429,BAYONNE,1343114,CHOC CAKE,WITH CHOCOLATE MOUSSE,CHOC CAKE WITH CHOCOLATE MOUSSE,15.99
2023-12-02,21133400702742312021429,BAYONNE,1751095,COLORCOOKIES,WRAPPED CHRISTMAS COOKIE,COLORCOOKIES WRAPPED CHRISTMAS COOKIE,11.99
2023-12-02,21133400702742312021429,BAYONNE,1601785,BISCOFF SNDW,31.74 OZ  P270,BISCOFF SNDW 31.74 OZ  P270,11.69
2023-12-02,21133400702742312021429,BAYONNE,1767519,NAAN CRISPS,28 OZ  P210,NAAN CRISPS 28 OZ  P210,9.49
2023-12-02,21133400702742312021429,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-12-02,21133400702742312021429,BAYONNE,1406552,4 FRUITS,STRW+CHRY+RSPBY+CURRANT,4 FRUITS STRW+CHRY+RSPBY+CURRANT,10.99
2023-12-02,21133400702742312021429,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-02,21133400702742312021429,BAYONNE,1481558,SUNCHIPS VTY,VTY P48 T12H4,SUNCHIPS VTY VTY P48 T12H4,19.39
2023-12-02,21133400702742312021429,BAYONNE,8258,ASIAN CASHEW,2PK,ASIAN CASHEW 2PK,6.99
2023-12-02,21133400702742312021429,BAYONNE,1448111,SANPELL ESS,P104,SANPELL ESS P104,15.79
2023-12-02,21133400702742312021429,BAYONNE,315712,/1448111,,,0.0
2023-12-02,21133400702742312021429,BAYONNE,1767735,GRAZING MIX,P400 SL300,GRAZING MIX P400 SL300,11.99
2023-02-20,21133400700992302201213,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-02-20,21133400700992302201213,BAYONNE,1043301,NOOSA YOGHUR,T28H7P196      DOM45/SL28,NOOSA YOGHUR T28H7P196      DOM45/SL28,9.69
2023-02-20,21133400700992302201213,BAYONNE,295366,/1043301,,,0.0
2023-02-20,21133400700992302201213,BAYONNE,1538556,PINEBERRY,283 G / 10 OZ,PINEBERRY 283 G / 10 OZ,5.99
2023-02-20,21133400700992302201213,BAYONNE,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,13.99
2023-02-20,21133400700992302201213,BAYONNE,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,10.49
2023-02-20,21133400700992302201213,BAYONNE,46481,GP WINGS,PARTY WINGS,GP WINGS PARTY WINGS,6.99
2023-02-20,21133400700992302201213,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-02-20,21133400700992302201213,BAYONNE,9929,KS CHIC TORT,2/830ML CNSL50  SL60 10X4,KS CHIC TORT 2/830ML CNSL50  SL60 10X4,10.49
2023-02-20,21133400700992302201213,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.89
2023-02-20,21133400700992302201213,BAYONNE,303285,FOUR CHEESE,16/2LBS SL90    T10H5,FOUR CHEESE 16/2LBS SL90    T10H5,10.49
2023-02-20,21133400700992302201213,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2023-02-20,21133400700992302201213,BAYONNE,702669,BLACKBERRIES,340 G / 12 OZ,BLACKBERRIES 340 G / 12 OZ,3.89
2023-02-20,21133400700992302201213,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2024-08-25,21133400800712408251121,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-08-25,21133400800712408251121,BAYONNE,1717856,3M SONGE X24,SCRUB SPONGE 24CT P=300,3M SONGE X24 SCRUB SPONGE 24CT P=300,14.99
2024-08-25,21133400800712408251121,BAYONNE,332194,/1717856,,,0.0
2024-08-25,21133400800712408251121,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,9.99
2024-08-25,21133400800712408251121,BAYONNE,1775302,KS PARM SSG,9/48Z T8H8 SL40 PEPP/PARM,KS PARM SSG 9/48Z T8H8 SL40 PEPP/PARM,11.99
2024-08-25,21133400800712408251121,BAYONNE,6659,4LB HONYCRSP,,,8.49
2024-08-25,21133400800712408251121,BAYONNE,1823420,RUSTIC ITALN,,,5.99
2024-08-25,21133400800712408251121,BAYONNE,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-08-25,21133400800712408251121,BAYONNE,370,ORG EVERYTHG,CHOP SALAD KIT 2PK,ORG EVERYTHG CHOP SALAD KIT 2PK,8.99
2024-08-25,21133400800712408251121,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2024-08-25,21133400800712408251121,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.59
2024-08-25,21133400800712408251121,BAYONNE,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,9.99
2024-08-25,21133400800712408251121,BAYONNE,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-08-25,21133400800712408251121,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.47
2024-08-25,21133400800712408251121,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2024-08-25,21133400800712408251121,BAYONNE,512599,**KS TOWEL**,P45 FQ/P20 W/US P54,**KS TOWEL** P45 FQ/P20 W/US P54,19.99
2024-08-25,21133400800712408251121,BAYONNE,1467370,KS SHRIMP,CA 608G US 908G 6X6 P576,KS SHRIMP CA 608G US 908G 6X6 P576,21.49
2024-08-25,21133400800712408251121,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-08-25,21133400800712408251121,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-08-25,21133400800712408251121,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-08-25,21133400800712408251121,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-08-25,21133400800712408251121,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.79
2024-08-25,21133400800712408251121,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-08-25,21133400800712408251121,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-08-25,21133400800712408251121,BAYONNE,33977,BEEF FLANK,USDA CHOICE,BEEF FLANK USDA CHOICE,11.99
2024-08-25,21133400800712408251121,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-08-25,21133400800712408251121,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-12-21,21133401001572312211341,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2023-12-21,21133401001572312211341,BAYONNE,319788,/45694,,,0.0
2023-12-21,21133401001572312211341,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-12-21,21133401001572312211341,BAYONNE,8258,ASIAN CASHEW,2PK,ASIAN CASHEW 2PK,6.99
2023-12-21,21133401001572312211341,BAYONNE,21046,TOMATO MEDLE,,,6.59
2023-12-21,21133401001572312211341,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-12-21,21133401001572312211341,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-12-21,21133401001572312211341,BAYONNE,36958,CHOC PEPBARK,,,9.99
2023-12-21,21133401001572312211341,BAYONNE,320386,/  36958,,,0.0
2023-12-21,21133401001572312211341,BAYONNE,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,5.99
2023-12-21,21133401001572312211341,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-21,21133401001572312211341,BAYONNE,568915,ORG CUCUMBER,,,5.99
2023-12-21,21133401001572312211341,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-12-21,21133401001572312211341,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-12-21,21133401001572312211341,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,8.99
2023-12-21,21133401001572312211341,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2023-12-21,21133401001572312211341,BAYONNE,121288,ORG BELLAS,,,5.99
2023-12-21,21133401001572312211341,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-12-21,21133401001572312211341,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-12-21,21133401001572312211341,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-12-21,21133401001572312211341,BAYONNE,1183857,ZIPLOC VTY,166CT 2/35 G 2/48 Q  P160,ZIPLOC VTY 166CT 2/35 G 2/48 Q  P160,16.99
2023-12-21,21133401001572312211341,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2025-08-25,21133400601012508251337,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-08-25,21133400601012508251337,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-08-25,21133400601012508251337,BAYONNE,637598,KS CAGE FREE,SL21 T20H18 P360/P300,KS CAGE FREE SL21 T20H18 P360/P300,5.29
2025-08-25,21133400601012508251337,BAYONNE,2475,PEACHES,1.81 KG / 4 LB,PEACHES 1.81 KG / 4 LB,8.99
2025-08-25,21133400601012508251337,BAYONNE,7950,4LB COSMIC,,,5.99
2025-08-25,21133400601012508251337,BAYONNE,7367,LOLLIPEPPERS,680 G / 1.5 LB,LOLLIPEPPERS 680 G / 1.5 LB,6.99
2025-08-25,21133400601012508251337,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,12.99
2025-08-25,21133400601012508251337,BAYONNE,57554,BLUEBERRIES,510 G / 18 OZ,BLUEBERRIES 510 G / 18 OZ,4.99
2025-08-25,21133400601012508251337,BAYONNE,1363689,TURKEY BACON,COLUMBUS SL30 T6H5 P300,TURKEY BACON COLUMBUS SL30 T6H5 P300,14.99
2025-08-25,21133400601012508251337,BAYONNE,702669,BLACKBERRIES,340 G / 12 OZ,BLACKBERRIES 340 G / 12 OZ,4.99
2025-08-25,21133400601012508251337,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-08-25,21133400601012508251337,BAYONNE,206364,SLICED MOZZ,00509 SL45 T10H8,SLICED MOZZ 00509 SL45 T10H8,8.69
2025-08-25,21133400601012508251337,BAYONNE,518161,BAR SPAGHETI,P=224   T28H8,BAR SPAGHETI P=224   T28H8,9.99
2025-08-25,21133400601012508251337,BAYONNE,360412,/518161,,,0.0
2025-08-25,21133400601012508251337,BAYONNE,1798199,DURIAN,12.35OZ (0.772 LBS) SL270,DURIAN 12.35OZ (0.772 LBS) SL270,11.39
2025-08-25,21133400601012508251337,BAYONNE,360901,/1798199,,,0.0
2025-08-25,21133400601012508251337,BAYONNE,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,14.49
2025-08-25,21133400601012508251337,BAYONNE,1116045,PRAWN HACAO,2.45LBS 8X4 P512,PRAWN HACAO 2.45LBS 8X4 P512,15.49
2025-08-25,21133400601012508251337,BAYONNE,359658,/1116045,,,0.0
2025-08-25,21133400601012508251337,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-08-25,21133400601012508251337,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,3.99
2025-08-25,21133400601012508251337,BAYONNE,26281,MINI MELON,,,5.99
2025-08-25,21133400601012508251337,BAYONNE,910270,ORG GRE BEAN,,,7.99
